no,facility,type,jigyosyo_cd,service_cd,vacancy,capacity,waiting_count,vacancy_date,public_value,checked_at_jst,feature_http_status,detail_http_status,status,error,feature_url,detail_url
169,さんじゅ久我山,特別養護老人ホーム,1371502335-00,510,1,50,92,2026-08-05,1/50人,2026-09-21T04:13:06+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371502335-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371502335-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
170,南陽園,特別養護老人ホーム,1371500222-00,510,12,242,258,2026-09-18,12/242人,2026-09-21T04:13:08+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371500222-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371500222-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
171,第二南陽園,特別養護老人ホーム,1371500230-00,510,4,150,254,2026-09-01,4/150人,2026-09-21T04:13:10+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371500230-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371500230-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
172,サンフレンズ善福寺,特別養護老人ホーム,1371504976-00,510,2,36,1,2026-08-19,2/36人,2026-09-21T04:13:13+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371504976-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371504976-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
173,マイルドハート高円寺,特別養護老人ホーム,1371505650-00,510,0,181,50,2023-08-29,0/181人,2026-09-21T04:13:15+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371505650-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371505650-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
174,救世軍恵みの家,特別養護老人ホーム,1371507813-00,510,1,70,85,2025-08-04,1/70人,2026-09-21T04:13:17+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371507813-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371507813-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
175,和泉サナホーム,特別養護老人ホーム,1371508266-00,510,0,60,49,2026-08-29,0/60人,2026-09-21T04:13:19+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371508266-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371508266-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
176,愛敬苑,特別養護老人ホーム,1371508340-00,510,5,50,6,2025-08-11,5/50人,2026-09-21T04:13:22+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371508340-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371508340-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
177,おぎくぼ紫苑,特別養護老人ホーム,1371509397-00,510,2,90,57,2026-09-01,2/90人,2026-09-21T04:13:24+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371509397-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371509397-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
178,永福南社会福祉ガーデン,特別養護老人ホーム,1371509835-00,510,1,70,22,2025-07-22,1/70人,2026-09-21T04:13:26+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371509835-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371509835-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
179,新泉サナホーム,特別養護老人ホーム,1371510098-00,510,1,72,30,2026-09-05,1/72人,2026-09-21T04:13:28+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510098-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510098-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
180,かえで園,特別養護老人ホーム,1371510171-00,510,5,78,25,2026-09-01,5/78人,2026-09-21T04:13:30+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510171-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510171-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
181,リバービレッジ杉並,特別養護老人ホーム,1371510262-00,510,1,60,42,2026-09-01,1/60人,2026-09-21T04:13:33+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510262-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510262-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
182,山河,特別養護老人ホーム,1371510411-00,510,4,144,80,2026-09-14,4/144人,2026-09-21T04:13:35+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510411-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510411-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
183,地域密着型特別養護老人ホームハートフル成田東,特別養護老人ホーム,1391501143-00,540,,29,,,,2026-09-21T04:13:37+09:00,200,200,ok_no_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1391501143-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1391501143-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
184,プライムガーデンズ高円寺,特別養護老人ホーム,1371510668-00,510,,84,43,,,2026-09-21T04:13:39+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510668-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510668-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
185,フェニックス杉並,特別養護老人ホーム,1371510825-00,510,0,0,40,2025-09-04,0/0人,2026-09-21T04:13:41+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510825-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371510825-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
186,菊かおる園,特別養護老人ホーム,1371602457-00,510,0,90,299,2021-10-27,0/90人,2026-09-21T04:13:43+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602457-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602457-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
187,シオンとしま,特別養護老人ホーム,1371602077-00,510,6,64,0,2025-11-29,6/64人,2026-09-21T04:13:46+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602077-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602077-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
188,池袋ほんちょうの郷,特別養護老人ホーム,1371600279-00,510,2,60,139,2026-09-02,2/60人,2026-09-21T04:13:48+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371600279-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371600279-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
189,池袋敬心苑,特別養護老人ホーム,1371602556-00,510,80,82,202,2026-08-20,80/82人,2026-09-21T04:13:50+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602556-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602556-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
190,山吹の里,特別養護老人ホーム,1371602564-00,510,0,86,130,2026-04-20,0/86人,2026-09-21T04:13:52+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602564-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602564-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
191,ゆたか苑,特別養護老人ホーム,1371600303-00,510,2,50,173,2026-08-04,2/50人,2026-09-21T04:13:54+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371600303-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371600303-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
192,アトリエ村,特別養護老人ホーム,1371602523-00,510,0,80,275,2024-11-08,0/80人,2026-09-21T04:13:57+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602523-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602523-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
193,風かおる里,特別養護老人ホーム,1371602549-00,510,0,0,238,2017-07-25,0/0人,2026-09-21T04:13:59+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602549-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371602549-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
194,千川の杜,特別養護老人ホーム,1371605054-00,510,2,108,136,2026-07-23,2/108人,2026-09-21T04:14:01+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371605054-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371605054-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
195,東池袋桑の実園,特別養護老人ホーム,1371605211-00,510,0,86,60,2020-12-08,0/86人,2026-09-21T04:14:03+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371605211-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371605211-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
196,北区立特別養護老人ホーム上中里つつじ荘,特別養護老人ホーム,1371705052-00,510,0,0,0,2025-08-04,0/0人,2026-09-21T04:14:06+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371705052-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371705052-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
197,北区立特別養護老人ホーム清水坂あじさい荘,特別養護老人ホーム,1371705060-00,510,0,0,150,2017-07-24,0/0人,2026-09-21T04:14:08+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371705060-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371705060-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
198,北区立特別養護老人ホーム桐ヶ丘やまぶき荘,特別養護老人ホーム,,,,,,,,2026-09-21T04:14:10+09:00,,,skipped_no_official_url,,,
199,王子光照苑,特別養護老人ホーム,1371700251-00,510,0,50,0,2023-08-27,0/50人,2026-09-21T04:14:10+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371700251-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371700251-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
200,みずべの苑,特別養護老人ホーム,1371701408-00,510,0,63,600,2026-09-01,0/63人,2026-09-21T04:14:12+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371701408-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371701408-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
201,ウエルガーデン西が丘園,特別養護老人ホーム,1371700285-00,510,2,100,0,2026-09-14,2/100人,2026-09-21T04:14:16+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371700285-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371700285-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
202,うきま幸朋苑,特別養護老人ホーム,1371703784-00,510,1,115,660,2026-08-20,1/115人,2026-09-21T04:14:21+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371703784-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371703784-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
203,浮間こひつじ園,特別養護老人ホーム,1371706852-00,510,0,0,0,2022-07-17,0/0人,2026-09-21T04:14:23+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371706852-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371706852-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
204,飛鳥晴山苑,特別養護老人ホーム,1371704261-00,510,0,156,0,2026-03-20,0/156人,2026-09-21T04:14:25+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371704261-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371704261-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
205,新町光陽苑,特別養護老人ホーム,1371705508-00,510,1,66,90,2026-09-20,1/66人,2026-09-21T04:14:27+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371705508-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371705508-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
206,赤羽北さくら荘,特別養護老人ホーム,1371706647-00,510,0,0,0,2020-09-15,0/0人,2026-09-21T04:14:30+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371706647-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371706647-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
207,花の木ハイム荒川,特別養護老人ホーム,1371802529-00,510,0,50,148,2025-08-01,0/50人,2026-09-21T04:14:32+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371802529-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371802529-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
208,グリーンハイム荒川,特別養護老人ホーム,1371802545-00,510,0,100,140,2025-01-06,0/100人,2026-09-21T04:14:34+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371802545-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371802545-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
209,サンハイム荒川,特別養護老人ホーム,1371802537-00,510,0,59,180,2024-11-05,0/59人,2026-09-21T04:14:36+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371802537-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371802537-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
210,さくら館,特別養護老人ホーム,1371801588-00,510,0,86,186,2022-08-05,0/86人,2026-09-21T04:14:38+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371801588-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371801588-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
211,あそか のぞみの郷,特別養護老人ホーム,1371804921-00,510,,64,148,,,2026-09-21T04:14:40+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371804921-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371804921-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
212,癒しの里南千住,特別養護老人ホーム,1391800230-00,540,0,0,,2022-07-21,0/0人,2026-09-21T04:14:43+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1391800230-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1391800230-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
213,おたけの郷,特別養護老人ホーム,1371803568-00,510,5,140,161,2026-08-25,5/140人,2026-09-21T04:14:45+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371803568-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371803568-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
214,加賀さくらの杜,特別養護老人ホーム,1371900240-00,510,0,130,179,2024-11-07,0/130人,2026-09-21T04:14:47+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371900240-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371900240-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
215,東京武蔵野ホーム,特別養護老人ホーム,1371900281-00,510,0,69,605,2026-07-10,0/69人,2026-09-21T04:14:49+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371900281-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371900281-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
216,ケアポート板橋,特別養護老人ホーム,1371900299-00,510,0,105,675,2026-08-31,0/105人,2026-09-21T04:14:52+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371900299-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371900299-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
217,若木ライフ,特別養護老人ホーム,1371901990-00,510,0,0,162,2017-09-12,0/0人,2026-09-21T04:14:54+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371901990-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371901990-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
218,マイライフ徳丸,特別養護老人ホーム,1371903566-00,510,1,84,285,2026-09-03,1/84人,2026-09-21T04:14:56+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371903566-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371903566-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
219,ブルーポピー,特別養護老人ホーム,1371904721-00,510,15,170,177,2026-07-10,15/170人,2026-09-21T04:14:58+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371904721-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371904721-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
220,音羽台レジデンス,特別養護老人ホーム,1371906387-00,510,0,95,15,2026-09-01,0/95人,2026-09-21T04:15:00+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371906387-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371906387-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
221,ケアタウン成増,特別養護老人ホーム,1371902527-00,510,4,80,189,2026-09-01,4/80人,2026-09-21T04:15:03+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371902527-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371902527-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
222,板橋の里 英智園,特別養護老人ホーム,1371906858-00,510,1,66,418,2024-08-15,1/66人,2026-09-21T04:15:05+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371906858-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371906858-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
223,あずさわの里,特別養護老人ホーム,1371908045-00,510,0,0,137,2025-08-10,0/0人,2026-09-21T04:15:07+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371908045-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371908045-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
224,クローバーのさと イムスホーム カウピリ板橋,特別養護老人ホーム,1371909456-00,510,1,120,351,2026-09-05,1/120人,2026-09-21T04:15:09+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371909456-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371909456-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
225,オーネスト成増,特別養護老人ホーム,1371909746-00,510,0,120,88,2025-08-08,0/120人,2026-09-21T04:15:11+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371909746-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371909746-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
226,三園の里,特別養護老人ホーム,1371910017-00,510,0,100,0,2023-07-28,0/100人,2026-09-21T04:15:14+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371910017-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371910017-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
227,ゆめの園りあん若葉,特別養護老人ホーム,1371910405-00,510,6,120,86,2026-09-05,6/120人,2026-09-21T04:15:16+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371910405-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371910405-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
228,介護老人福祉施設ケアホーム板橋,特別養護老人ホーム,1371911353-00,510,0,140,216,2025-08-14,0/140人,2026-09-21T04:15:18+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371911353-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371911353-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
229,サニーヒル板橋,特別養護老人ホーム,1371911437-00,510,0,107,117,2025-07-22,0/107人,2026-09-21T04:15:20+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371911437-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371911437-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
230,みどりの苑,特別養護老人ホーム,1371912245-00,510,1,80,232,2025-08-18,1/80人,2026-09-21T04:15:22+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371912245-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371912245-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
231,いずみの苑,特別養護老人ホーム,1371912252-00,510,2,105,246,2026-09-17,2/105人,2026-09-21T04:15:24+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371912252-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371912252-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
232,ぽっかぽか板橋,特別養護老人ホーム,1371912468-00,510,0,0,124,2026-03-28,0/0人,2026-09-21T04:15:27+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371912468-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371912468-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
