no,facility,type,jigyosyo_cd,service_cd,vacancy,capacity,waiting_count,vacancy_date,public_value,checked_at_jst,feature_http_status,detail_http_status,status,error,feature_url,detail_url
1,千代田区いきいきプラザ一番町特別養護老人ホーム,特別養護老人ホーム,1370100610-00,510,0,0,8,2025-08-07,0/0人,2026-09-21T04:06:49+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370100610-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370100610-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
2,かんだ連雀,特別養護老人ホーム,1370100651-00,510,0,0,54,2025-08-01,0/0人,2026-09-21T04:06:54+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370100651-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370100651-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
3,小規模特別養護老人ホーム ジロール麹町,特別養護老人ホーム,1390100053-00,540,0,24,,2024-12-17,0/24人,2026-09-21T04:06:56+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390100053-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390100053-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
4,ザ番町ハウス,特別養護老人ホーム,1370101626-00,510,14,108,10,2023-08-11,14/108人,2026-09-21T04:06:58+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370101626-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370101626-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
5,中央区立特別養護老人ホームマイホーム新川,特別養護老人ホーム,1370201186-00,510,0,80,143,2020-11-10,0/80人,2026-09-21T04:07:01+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370201186-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370201186-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
6,中央区立特別養護老人ホームマイホームはるみ,特別養護老人ホーム,1370202218-00,510,0,0,126,2025-07-22,0/0人,2026-09-21T04:07:03+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370202218-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370202218-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
7,新とみ,特別養護老人ホーム,1370200667-00,510,0,40,150,2026-09-15,0/40人,2026-09-21T04:07:05+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370200667-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370200667-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
8,晴海苑,特別養護老人ホーム,1370201368-00,510,0,0,82,2017-07-15,0/0人,2026-09-21T04:07:07+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370201368-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370201368-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
9,地域密着型特別養護老人ホームつきしま,特別養護老人ホーム,1390200119-00,540,0,0,,2025-07-29,0/0人,2026-09-21T04:07:09+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390200119-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390200119-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
10,地域密着型特別養護老人ホーム 十思,特別養護老人ホーム,1390200135-00,540,0,0,,2025-08-12,0/0人,2026-09-21T04:07:12+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390200135-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390200135-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
11,地域密着型特別養護老人ホーム わとなーる桜川,特別養護老人ホーム,1390200226-00,540,0,0,,,0/0人,2026-09-21T04:07:14+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390200226-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390200226-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
12,港区立特別養護老人ホーム白金の森,特別養護老人ホーム,1370300277-00,510,0,0,100,2020-10-05,0/0人,2026-09-21T04:07:16+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370300277-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370300277-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
13,港区立特別養護老人ホーム港南の郷,特別養護老人ホーム,1370300327-00,510,0,0,365,2015-07-24,0/0人,2026-09-21T04:07:18+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370300327-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370300327-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
14,慶福育児会麻布慶福苑,特別養護老人ホーム,1370300293-00,510,0,100,300,2025-09-02,0/100人,2026-09-21T04:07:20+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370300293-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370300293-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
15,港区立特別養護老人ホームサン・サン赤坂,特別養護老人ホーム,1370301473-00,510,0,0,382,2025-04-04,0/0人,2026-09-21T04:07:23+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370301473-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370301473-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
16,新橋さくらの園,特別養護老人ホーム,1370302372-00,510,0,0,220,2025-07-23,0/0人,2026-09-21T04:07:25+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370302372-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370302372-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
17,ありすの杜きのこ南麻布,特別養護老人ホーム,1370303198-00,510,0,118,101,2026-09-09,0/118人,2026-09-21T04:07:27+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370303198-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370303198-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
18,洛和ヴィラ南麻布,特別養護老人ホーム,1370303206-00,510,0,100,170,2025-08-04,0/100人,2026-09-21T04:07:29+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370303206-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370303206-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
19,南麻布シニアガーデンアリス,特別養護老人ホーム,1370305151-00,510,3,80,0,2025-08-14,3/80人,2026-09-21T04:07:31+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370305151-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370305151-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
20,青山スクウェアー,特別養護老人ホーム,1390300513-00,540,,29,,,,2026-09-21T04:07:34+09:00,200,200,ok_no_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390300513-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390300513-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
21,聖母ホーム,特別養護老人ホーム,1370401430-00,510,6,85,169,2026-09-01,6/85人,2026-09-21T04:07:36+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370401430-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370401430-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
22,原町ホーム,特別養護老人ホーム,1370400341-00,510,3,50,0,2026-09-01,3/50人,2026-09-21T04:07:38+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370400341-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370400341-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
23,あかね苑,特別養護老人ホーム,1370402974-00,510,0,64,132,2026-06-19,0/64人,2026-09-21T04:07:40+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370402974-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370402974-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
24,北新宿特別養護老人ホーム,特別養護老人ホーム,1370402966-00,510,9,86,97,2026-06-04,9/86人,2026-09-21T04:07:43+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370402966-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370402966-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
25,新宿けやき園,特別養護老人ホーム,1370403774-00,510,0,0,122,2017-09-05,0/0人,2026-09-21T04:07:45+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370403774-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370403774-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
26,小規模特別養護老人ホーム マザアス新宿,特別養護老人ホーム,1390400107-00,540,2,27,,2024-11-08,2/27人,2026-09-21T04:07:47+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390400107-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390400107-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
27,神楽坂,特別養護老人ホーム,1370404368-00,510,0,0,93,2022-07-22,0/0人,2026-09-21T04:07:49+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370404368-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370404368-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
28,もみの樹園,特別養護老人ホーム,1370405738-00,510,0,130,34,2026-09-03,0/130人,2026-09-21T04:07:51+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370405738-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370405738-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
29,みさよはうす富久,特別養護老人ホーム,1370406512-00,510,2,48,210,2026-09-14,2/48人,2026-09-21T04:07:54+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370406512-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370406512-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
30,新宿和光園,特別養護老人ホーム,1370407056-00,510,2,84,30,2026-08-03,2/84人,2026-09-21T04:07:56+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370407056-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370407056-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
31,文京くすのきの郷,特別養護老人ホーム,1370501940-00,510,22,100,130,2023-08-17,22/100人,2026-09-21T04:07:58+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370501940-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370501940-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
32,文京千駄木の郷,特別養護老人ホーム,,,,,,,,2026-09-21T04:08:00+09:00,,,skipped_no_official_url,,,
33,ゆしまの郷,特別養護老人ホーム,1370501445-00,510,1,100,133,2026-09-01,1/100人,2026-09-21T04:08:00+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370501445-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370501445-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
34,洛和ヴィラ文京春日,特別養護老人ホーム,1370503227-00,510,0,99,177,2024-10-26,0/99人,2026-09-21T04:08:03+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370503227-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370503227-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
35,小石川ヒルサイドテラス,特別養護老人ホーム,1370503508-00,510,0,0,100,2024-12-19,0/0人,2026-09-21T04:08:05+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370503508-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370503508-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
36,文京小日向の家,特別養護老人ホーム,1390500294-00,540,0,0,,2025-07-20,0/0人,2026-09-21T04:08:07+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390500294-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390500294-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
37,文京大塚みどりの郷,特別養護老人ホーム,1390500328-00,540,0,29,,2021-10-24,0/29人,2026-09-21T04:08:09+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390500328-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390500328-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
38,台東区立特別養護老人ホーム谷中,特別養護老人ホーム,1370600163-00,510,0,0,0,2017-07-19,0/0人,2026-09-21T04:08:12+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370600163-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370600163-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
39,台東区立特別養護老人ホーム台東,特別養護老人ホーム,1370600999-00,510,0,0,0,2021-10-29,0/0人,2026-09-21T04:08:14+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370600999-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370600999-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
40,台東区立特別養護老人ホーム浅草,特別養護老人ホーム,1370600155-00,510,0,0,10,2024-11-18,0/0人,2026-09-21T04:08:16+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370600155-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370600155-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
41,浅草ほうらい,特別養護老人ホーム,1370602656-00,510,3,140,5,2025-07-24,3/140人,2026-09-21T04:08:18+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370602656-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370602656-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
42,フレスコ浅草,特別養護老人ホーム,1370603753-00,510,5,84,50,2026-09-02,5/84人,2026-09-21T04:08:20+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370603753-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370603753-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
43,橋場すみれ園,特別養護老人ホーム,1370603837-00,510,3,138,0,2025-07-25,3/138人,2026-09-21T04:08:23+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370603837-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370603837-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
44,東京都台東区立特別養護老人ホーム竜泉,特別養護老人ホーム,1370604694-00,510,,132,0,,,2026-09-21T04:08:25+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370604694-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370604694-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
45,墨田区立特別養護老人ホームなりひらホーム,特別養護老人ホーム,1370702985-00,510,0,0,80,2021-11-16,0/0人,2026-09-21T04:08:27+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370702985-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370702985-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
46,墨田区立特別養護老人ホームはなみずきホーム,特別養護老人ホーム,1370703314-00,510,0,0,177,2017-07-25,0/0人,2026-09-21T04:08:29+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370703314-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370703314-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
47,墨田区立特別養護老人ホームたちばなホーム,特別養護老人ホーム,1370703322-00,510,0,56,56,2024-12-03,0/56人,2026-09-21T04:08:31+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370703322-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370703322-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
48,東京清風園,特別養護老人ホーム,1370700245-00,510,1,158,223,2026-09-09,1/158人,2026-09-21T04:08:34+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370700245-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370700245-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
49,同愛記念ホーム,特別養護老人ホーム,1370700252-00,510,100,100,0,2025-09-26,100/100人,2026-09-21T04:08:36+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370700252-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370700252-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
50,和翔苑,特別養護老人ホーム,1370700286-00,510,1,90,10,2026-09-01,1/90人,2026-09-21T04:08:38+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370700286-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370700286-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
51,木下川吾亦紅,特別養護老人ホーム,1370704833-00,510,3,120,6,2026-09-02,3/120人,2026-09-21T04:08:42+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370704833-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370704833-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
52,しらひげ,特別養護老人ホーム,1370705509-00,510,0,0,4,2025-08-03,0/0人,2026-09-21T04:08:47+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370705509-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370705509-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
53,ケアホームズ両国,特別養護老人ホーム,1370702589-00,510,5,50,3,2025-11-24,5/50人,2026-09-21T04:08:49+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370702589-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370702589-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
54,北砂ホーム,特別養護老人ホーム,,,,,,,,2026-09-21T04:08:51+09:00,,,skipped_no_official_url,,,
55,あそか園,特別養護老人ホーム,1370800235-00,510,0,60,0,2026-09-08,0/60人,2026-09-21T04:08:51+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370800235-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370800235-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
56,江東ホーム,特別養護老人ホーム,1370807040-00,510,,112,0,,,2026-09-21T04:08:53+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370807040-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370807040-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
57,むつみ園,特別養護老人ホーム,1370806729-00,510,,40,0,,,2026-09-21T04:08:56+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370806729-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370806729-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
58,深川愛の園,特別養護老人ホーム,1370800292-00,510,7,80,0,2026-09-17,7/80人,2026-09-21T04:08:58+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370800292-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370800292-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
59,らん花園,特別養護老人ホーム,1370800789-00,510,0,100,0,2026-09-14,0/100人,2026-09-21T04:09:00+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370800789-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370800789-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
60,塩浜ホーム,特別養護老人ホーム,1370802694-00,510,0,0,3,,0/0人,2026-09-21T04:09:02+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370802694-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370802694-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
61,コスモス,特別養護老人ホーム,1370801308-00,510,1,100,0,2026-09-03,1/100人,2026-09-21T04:09:04+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370801308-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370801308-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
62,寿園,特別養護老人ホーム,1370800284-00,510,0,0,0,2026-09-19,0/0人,2026-09-21T04:09:07+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370800284-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370800284-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
63,三井陽光苑,特別養護老人ホーム,1370801399-00,510,3,150,63,2026-09-19,3/150人,2026-09-21T04:09:09+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370801399-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370801399-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
64,あじさい,特別養護老人ホーム,1370803080-00,510,0,90,5,2026-09-03,0/90人,2026-09-21T04:09:11+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370803080-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370803080-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
